volume	file	line	family	classification	consumers	original_comment	action
IV	books/vol04_complex_analysis/chapters/ch08_laurent_series/chapter.tex	466	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV08-exercises-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	24	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV09-example-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	32	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV09-example-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	42	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV09-example-02	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	46	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV09-example-02	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	56	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV09-example-03	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	64	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV09-example-03	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	196	VOL04-HINT-RECONCILIATION	OBSOLETE_REMOVE		% VOL04-HINT-RECONCILIATION-IV09	remove pure-comment marker; provenance preserved in this ledger
IV	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	281	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV09-exercises-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	455	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV09-exercises-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	24	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV10-example-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	32	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV10-example-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	42	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV10-example-02	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	51	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV10-example-02	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	61	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV10-example-03	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	69	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV10-example-03	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	211	VOL04-HINT-RECONCILIATION	OBSOLETE_REMOVE		% VOL04-HINT-RECONCILIATION-IV10	remove pure-comment marker; provenance preserved in this ledger
IV	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	296	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV10-exercises-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	470	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV10-exercises-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	24	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV11-example-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	31	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV11-example-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	41	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV11-example-02	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	49	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV11-example-02	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	59	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV11-example-03	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	67	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV11-example-03	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	202	VOL04-HINT-RECONCILIATION	OBSOLETE_REMOVE		% VOL04-HINT-RECONCILIATION-IV11	remove pure-comment marker; provenance preserved in this ledger
IV	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	287	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV11-exercises-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	461	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV11-exercises-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	24	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV12-example-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	32	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV12-example-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	42	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV12-example-02	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	50	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV12-example-02	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	60	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV12-example-03	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	68	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV12-example-03	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	259	VOL04-HINT-RECONCILIATION	OBSOLETE_REMOVE		% VOL04-HINT-RECONCILIATION-IV12	remove pure-comment marker; provenance preserved in this ledger
IV	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	381	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV12-exercises-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	555	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV12-exercises-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch13_rouch_s_theorem/chapter.tex	24	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% BEGIN VOL04-EXPANSION IV13-example-01	keep; active tooling references this marker family
IV	books/vol04_complex_analysis/chapters/ch13_rouch_s_theorem/chapter.tex	28	VOL04-EXPANSION	ACTIVE_KEEP	scripts/volume04/audit_example_exercise_balance.py;scripts/volume04/audit_example_exercise_expansion.py;scripts/volume04/expansion_common.py;scripts/volume04/reconcile_example_exercise_evidence.py;scripts/volume04/tex_safety.py	% END VOL04-EXPANSION IV13-example-01	keep; active tooling references this marker family
