duplicate_group,duplicate_type,canonical_file,archived_files,decision,rationale,confidence,group_size
exact-117,exact,imports/Downloads/vector_bundle_diagrams_standalone.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/vector_bundle_diagrams_standalone.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-118,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig23_vector_field.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig23_vector_field.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-119,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/fig13_parametric_curve.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/fig13_parametric_curve.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter04_motion/fig13_parametric_curve.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/fig13_parametric_curve.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/fig13_parametric_curve.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/fig13_parametric_curve.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter04_motion/fig13_parametric_curve.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/fig13_parametric_curve.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-12,exact,imports/Downloads/theory-of-algebraic-topology-7.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-7.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-120,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch05/cr_geometry.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch05/cr_geometry.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch05/cr_geometry.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch05/cr_geometry.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/cr_geometry.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/cr_geometry.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch05/cr_geometry.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch05/cr_geometry.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch05_cr_geometry.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch05_cr_geometry.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_cr_geometry.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch05_cr_geometry.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch05_cr_geometry.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch05_cr_geometry.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch05_cr_geometry.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/cr_geometry.tex;imports/Downloads/theory/figures/ch05/cr_geometry.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch05/cr_geometry.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,18
exact-121,exact,chapters/tex/theory-of-complex-analysis-topology.tex,imports/COMPILE_READY/Downloads_theory-of-complex-analysis-topology.tex;imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-topology.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-122,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/quantum_hall/fig10_density_of_states.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/quantum_hall/fig10_density_of_states.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-123,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/fig05_static_friction.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/fig05_static_friction.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter05_newtonian_mechanics/fig05_static_friction.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/fig05_static_friction.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/fig05_static_friction.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/fig05_static_friction.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter05_newtonian_mechanics/fig05_static_friction.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/fig05_static_friction.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-124,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter17_semiconductor_heterostructures/chapter17.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter17_semiconductor_heterostructures/chapter17.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-125,exact,chapters/tex/merged_exercises_FULL_v2.tex,imports/COMPILE_READY/Downloads_merged_exercises_FULL_v2.tex;imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_FULL_v2.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-126,exact,imports/MATH_ALLS-3/theory-of-differential-geometry-2.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-differential-geometry-2.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-differential-geometry-2.tex;imports/Downloads/theory-of-differential-geometry-2.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-127,exact,imports/MATH-ALLS-2/theory-of-analysis-II.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis-II.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis-II.tex;imports/Downloads/theory-of-analysis-II.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-128,exact,chapters/tex/theory-of-geometry-II.tex,imports/COMPILE_READY/Downloads_theory-of-geometry-II.tex;imports/COMPILE_READY/MATH-ALLS-2_theory-of-geometry-II.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-129,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/fig27_volume_integral.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/fig27_volume_integral.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-13,exact,chapters/tex/theory-of-algebraic-topology-8.tex,imports/COMPILE_READY/Downloads_theory-of-algebraic-topology-8.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-130,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_03_vectors.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_03_vectors.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-131,exact,chapters/tex/merged_exercises_corrected.tex,imports/COMPILE_READY/Downloads_merged_exercises_corrected.tex;imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-132,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter03_vector_calculus/sections/3_08_green.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter03_vector_calculus/sections/3_08_green.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter03_vector_calculus/sections/3_08_green.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter03_vector_calculus/sections/3_08_green.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-133,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/structure/chapter01_master_structure.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/structure/chapter01_master_structure.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-134,exact,imports/MATH-ALLS-2/theory-of-complex-analysis-all.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-complex-analysis-all.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-all.tex;imports/Downloads/theory-of-complex-analysis-all.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-135,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter01_vectors_geometry/sections/1_09_bases_and_dimension.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter01_vectors_geometry/sections/1_09_bases_and_dimension.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-136,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/quantum_hall/fig04_cyclotron_orbit.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/quantum_hall/fig04_cyclotron_orbit.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-137,exact,imports/Downloads/theory-of-algebraic-topology-9.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-9.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-138,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/sections/3_03_average_rate_of_change.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/sections/3_03_average_rate_of_change.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-139,exact,imports/MATH_ALLS-3/theory-of-commutative-algebra-3.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-3.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-3.tex;imports/Downloads/theory-of-commutative-algebra-3.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-14,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter18_landau_gauge/chapter18.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter18_landau_gauge/chapter18.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-140,exact,chapters/tex/theory-of-commutative-algebra-9.tex,chapters/tex/theory-of-commutative-algebra-10.tex;imports/COMPILE_READY/Downloads_theory-of-commutative-algebra-10.tex;imports/COMPILE_READY/Downloads_theory-of-commutative-algebra-9.tex;imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-10.tex;imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-9.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,6
exact-141,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/sections/5_12_connection_to_the_next_chapter.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/sections/9_12_connection_to_the_next_chapter.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter05_newtonian_mechanics/sections/5_12_connection_to_the_next_chapter.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/sections/4_12_connection_to_the_next_chapter.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/sections/5_12_connection_to_the_next_chapter.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/sections/9_12_connection_to_the_next_chapter.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter05_newtonian_mechanics/sections/5_12_connection_to_the_next_chapter.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/sections/4_12_connection_to_the_next_chapter.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-142,exact,chapters/tex/theory-of-differential-geometry-MATH3D--math-alls-3.tex,chapters/tex/theory-of-differential-geometry-MATH3D.tex;imports/COMPILE_READY/Downloads_theory-of-differential-geometry-MATH3D.tex;imports/COMPILE_READY/MATH_ALLS-3_theory-of-differential-geometry-MATH3D.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-143,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig04_spherical_coordinates.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig04_spherical_coordinates.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-144,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/styles/prbook05_visual_library.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/styles/prbook05_visual_library.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-145,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/quantum_hall/fig02_gaas_algaas_2deg.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/quantum_hall/fig02_gaas_algaas_2deg.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-146,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/quantum_hall/fig15_anyons.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/quantum_hall/fig15_anyons.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-147,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter03_vector_calculus/sections/3_03_curl.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter03_vector_calculus/sections/3_03_curl.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-148,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/electromagnetism/fig06_electromagnetic_wave.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/electromagnetism/fig06_electromagnetic_wave.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-149,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter02_differential_calculus/sections/2_07_visual_synthesis.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter02_differential_calculus/sections/2_07_visual_synthesis.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-15,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/fig02_difference_quotient.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/fig02_difference_quotient.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-150,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/fig17_zero_divergence.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/fig17_zero_divergence.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-151,exact,imports/MATH-ALLS-2/theory-of-complex-analysis-all-maps.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-complex-analysis-all-maps.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-all-maps.tex;imports/Downloads/theory-of-complex-analysis-all-maps.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-152,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/frontmatter/06_roadmap_of_the_book.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/frontmatter/06_roadmap_of_the_book.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
